,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
26291,-0.451847578,0.927967931,0.816701296,1.963047835,-0.920189939,0.065025276,-0.16147586,0.2945756,0.359062529,0.040132987,-1.086045136,0.989286114,0.965289228,-0.394033146,-0.488084309,-1.203160203,0.782170221,-0.171077929,1.786538167,-0.140410453,0.148797607,0.725779263,0.203966205,0.460706571,-1.007315125,-0.324019581,-0.216882865,0.132859861,44.03,0
26292,-2.472184235,4.128632227,-3.512361052,0.989894718,-0.210543514,-1.965073927,0.15239996,0.678896815,1.60872153,2.461132084,2.499228476,-0.058409998,-1.175455835,-3.543263362,0.595047582,0.919327868,2.833579196,1.919669735,-0.567241878,1.47205775,-0.403628381,-0.353388483,0.33079553,0.109839039,0.089482151,-0.398125908,1.085203712,0.381063138,0.89,0
26293,1.160956779,1.265621344,-1.57647298,1.472987964,1.162172691,-1.013532357,0.658132827,-0.152623809,-0.847325937,-1.45249858,2.893923101,0.774149214,0.663505808,-3.333720643,0.523297806,0.89781129,2.682612639,1.269314146,-0.912261753,0.002465576,-0.120364506,-0.204996853,-0.203189095,-0.28217153,0.785278137,-0.284957991,0.058399125,0.085435881,1.79,0
26293,-0.397132714,-0.446033213,2.606069866,0.690867707,-1.312693516,1.816453487,-0.873049479,0.705046307,-0.125145092,0.281497972,-0.352993384,0.34911398,-0.800271035,-0.903245209,-1.984795263,-2.346976238,0.762447451,1.670129335,0.264304526,-0.376247579,-0.218884924,0.216491977,0.055126999,-0.323659464,-0.560049785,-0.196164691,0.281029948,0.172089337,70,0
26293,1.241862646,-0.176704902,0.0053747,0.043999318,-0.298376313,-0.295606816,-0.22286373,0.080111103,0.297124061,0.085440548,0.346975283,-0.377604323,-1.709856293,0.763828455,0.660726776,0.744461443,-0.802747115,0.702968128,0.489646511,-0.12003904,-0.011852253,-0.174026815,-0.147536113,-0.495810498,0.417401146,0.651430102,-0.071128532,-0.008933246,29,0
26294,-1.300859078,1.02150924,1.483072653,-1.421082712,-0.272220448,-1.103066844,0.789017856,-0.209487361,0.829896249,0.429028532,-0.451694007,-0.520359585,-0.795742683,-0.321070418,0.682885466,0.505405245,-0.766641855,-0.328173074,-0.763956383,0.413055797,-0.247280782,-0.295030569,-0.057183062,0.402167305,-0.231178132,0.707200965,0.395701197,0.198643694,27,0
26300,0.128231421,1.600699962,-0.937889068,1.051194206,1.37527685,-0.299720594,0.510667348,-0.722579233,-0.999730699,-1.745310298,2.938708188,0.319618821,-0.354507387,-3.073229537,0.797828028,0.662212769,3.066803223,0.94627808,-1.36517764,-0.18968867,0.642086779,-0.536841271,-0.325910464,-0.618789486,1.266476838,-0.175159007,0.146256394,0.196458883,3.99,0
26305,-0.480170095,0.95244268,1.660077221,0.002691597,-0.105389561,-0.636570319,0.577580158,0.094563701,-0.306831878,-0.333245551,-0.014451435,-0.256624789,-0.798810813,0.339940736,1.158720212,-0.154242084,0.047066464,-0.815823886,-0.462227959,0.004911364,-0.187893415,-0.48192867,0.05511134,0.360473398,-0.336227325,0.083241536,0.277540052,0.119266071,1.78,0
26306,1.199476728,0.307068075,0.276708782,0.646213528,-0.1624059,-0.592491637,0.041001329,-0.085911942,-0.022242009,-0.339878564,0.21162817,0.496658214,0.538797275,-0.32349661,1.310432025,0.171515957,0.254331341,-0.787257791,-0.561276528,-0.07660583,-0.251812755,-0.692210701,0.148529611,0.043363753,0.151851355,0.122240685,-0.00578455,0.029376385,8.99,0
26308,-2.637841847,0.268860494,0.903565654,-0.901479457,-0.976400646,0.268673879,-0.390487749,1.077033933,0.84736929,-1.007575393,-1.585749073,0.353242304,-0.21083146,-0.195192111,-0.642124052,0.253226135,0.237153276,-0.751339926,-0.384761014,-0.256197786,-0.200162861,-0.387944419,-0.01137051,-0.395291384,0.001761212,0.850388066,-0.018348728,-0.030412712,75.86,0
26308,-1.124976975,2.121698379,-3.215659732,1.873594006,0.141990249,-2.292780605,-0.344857483,1.041154341,-0.361953554,-1.213578299,0.249719383,-0.341540579,-0.407795648,-2.603981266,1.089807923,1.216766534,3.341168009,1.647732739,-0.485075937,0.016844776,-0.085919951,-0.34821612,0.049306215,0.034637714,-0.354768512,-0.392120039,0.152746433,-0.175238195,1,0
26308,-1.204285587,0.98160334,1.252760069,-1.580173338,0.44194572,-0.592382375,0.90704301,-0.340784585,0.413473976,0.172289654,-0.807864274,0.461626819,1.741484414,-0.817013173,0.481340212,0.651845564,-1.209228992,-0.339778953,-0.416402682,0.39347526,-0.247211832,-0.216161567,-0.103044566,-0.383716729,-0.077160816,0.740518973,0.20134829,0.100724405,19.3,0
26309,-0.66761901,0.879366509,0.112788526,-1.269228368,2.513350743,3.383579037,0.145467635,0.904638853,-0.543032969,-0.196492289,-0.177666135,-0.277008252,-0.06283243,0.270585543,1.06719124,0.486833419,-0.877229181,0.103115058,0.444548873,0.222621573,-0.263089145,-0.908501225,-0.115982423,0.986557446,0.026774548,0.093366821,0.159051976,0.156729751,1.98,0
26310,-0.729367677,0.974220465,1.578426311,-1.271115418,-0.419424779,-1.290250708,0.693391282,-0.239107531,0.667621936,0.178880059,-0.098835715,-0.182249624,-0.480312567,-0.332980664,0.594352224,0.447447955,-0.672792815,-0.490684148,-0.938037361,0.298349508,-0.201497375,-0.247978144,0.001149215,0.733653794,-0.23565196,0.684565671,0.221685781,-0.034360676,1.52,0
26310,1.245673819,0.16697502,0.488305743,0.635321921,-0.562776681,-1.011072616,0.014952661,-0.160210863,0.170361852,-0.044574589,-0.356749018,-0.073459517,-0.517759694,0.406968934,1.124146923,0.342469754,-0.37465644,-0.438992432,-0.116090785,-0.132079724,-0.262580846,-0.816263763,0.140304302,0.357827249,0.186422946,0.096544471,-0.035866315,0.018494573,8.99,0
26313,1.377054943,-1.237961035,0.460628883,-1.291455172,-1.531019427,-0.262883542,-1.129914103,0.119339874,-1.736291039,1.513382537,1.174966023,-0.636368529,-1.188765127,0.059223973,-0.539014541,-0.860319701,0.983866192,-0.189571729,-0.085976804,-0.432191303,-0.264216353,-0.380463049,0.096035616,0.163383871,0.243666959,-0.249405121,0.032347243,0.006631062,29.98,0
26314,-0.480929329,1.213670905,1.343370817,-0.023137791,0.120581476,-0.961380713,0.921558609,-0.289395447,-0.067848118,0.004486992,-0.085492814,-0.125263081,0.158832835,-0.721784286,0.933134583,0.277619421,-0.108347386,-0.190721659,-0.117899111,0.312892961,-0.346610495,-0.679673487,-0.045495858,0.33309279,-0.13377422,0.04806506,0.193823573,-0.067108785,8.99,0
26317,1.245673819,0.16697502,0.488305743,0.635321921,-0.562776681,-1.011072616,0.014952661,-0.160210863,0.170361852,-0.044574589,-0.356749018,-0.073459517,-0.517759694,0.406968934,1.124146923,0.342469754,-0.37465644,-0.438992432,-0.116090785,-0.132079724,-0.262580846,-0.816263763,0.140304302,0.357827249,0.186422946,0.096544471,-0.035866315,0.018494573,8.99,0
26318,1.035123075,-0.150940464,1.304655225,1.359329683,-1.035701702,-0.04080779,-0.616115239,0.20002583,0.459697083,0.075091731,1.144799415,1.013310508,-0.160017743,-0.016446503,-0.112866778,0.432669275,-0.588899785,0.65528112,-0.283861115,-0.060236701,0.210313912,0.649989393,-0.107477455,0.562562294,0.430004467,-0.27646854,0.056065369,0.034280464,44,0
26319,1.251093662,-0.619681858,1.421618836,0.495536509,-1.721548711,-0.296482708,-1.207151201,0.135690383,-0.181842283,0.774846635,-0.899611774,-0.68959881,-0.562052178,-0.098825978,1.548303112,-0.688754156,-0.449349182,2.081340492,-1.545575074,-0.55785273,-0.114984551,0.125850274,0.014033962,0.315619567,0.218095748,-0.249817301,0.093594004,0.047930109,20,0
26319,1.139048546,0.078237242,0.480345036,0.47153946,-0.271097995,-0.195209406,-0.108635016,0.087147961,-0.189344053,0.056574286,1.667698384,1.034243789,0.009168542,0.509035142,0.608236402,0.219319188,-0.383807836,-0.466402854,-0.191502091,-0.089957453,-0.169568966,-0.544290706,0.139742562,0.007988521,0.101149716,0.105697678,-0.021172551,0.00813912,19.99,0
26322,1.297527347,0.29050086,-0.157129154,0.300361809,0.275047271,-0.075183766,-0.028201405,0.006492911,-0.17857966,-0.117803516,0.623329692,0.648913269,0.554019708,-0.202653803,0.455933318,1.005714873,-0.692596124,0.551539713,0.530244869,-0.020298667,-0.310852448,-0.915029717,-0.029196094,-0.87233004,0.349253938,0.148786264,-0.026890693,0.009090749,0.89,0
26322,1.245673819,0.16697502,0.488305743,0.635321921,-0.562776681,-1.011072616,0.014952661,-0.160210863,0.170361852,-0.044574589,-0.356749018,-0.073459517,-0.517759694,0.406968934,1.124146923,0.342469754,-0.37465644,-0.438992432,-0.116090785,-0.132079724,-0.262580846,-0.816263763,0.140304302,0.357827249,0.186422946,0.096544471,-0.035866315,0.018494573,8.99,0
26323,1.297275954,-0.694727782,0.965736847,-0.673381439,-1.258919607,-0.230759656,-1.015841893,0.016820282,-0.544937321,0.528367902,0.062047991,-0.052553484,1.229481746,-0.601971067,1.266276732,1.145021012,0.281693327,-1.413565725,-0.147571893,0.155417264,0.430697693,1.238301011,-0.099574253,0.156464134,0.379390144,-0.025062498,0.056695657,0.027674549,29.95,0
26325,-0.967879121,1.036219001,1.064368383,-0.195996351,0.413189851,1.08310165,0.015840039,0.96635503,-0.565321549,-0.728831356,0.388249724,0.424371537,-0.089834787,0.602524,1.912407011,-0.937687284,0.983883161,-2.239795846,-1.541606297,-0.132448234,-0.06093002,-0.1226155,0.179213699,-0.991777048,-0.484934344,0.202429791,0.208517317,0.039717073,10.99,0
26325,-3.140870034,2.908782134,-0.881833381,1.138994573,-1.381515181,-0.083587826,-1.162065296,2.103741946,0.164496263,0.494628716,-1.739192192,-0.004892478,-1.295168897,1.307493467,0.3193608,-0.625861806,1.273463766,-0.300468384,0.739619466,0.023919136,-0.011362137,-0.033367678,0.118559492,-0.32264737,0.187666968,-0.219283088,-0.217660059,-0.099346172,1,0
26327,-0.614852918,0.735691395,0.198470212,-0.019770539,2.727379927,3.565852583,0.389680838,0.871756241,-1.198994437,-0.229982202,-0.080284327,-0.290043948,-0.04042698,0.590875111,1.474985166,0.006967576,-0.509082504,0.068125188,1.398405617,0.349862517,-0.422813051,-1.577792651,0.056956832,0.920061812,0.218561625,-0.644325978,0.057850767,0.086703894,51,0
26328,-0.28768168,1.368358099,0.161760772,2.151148441,-2.508894042,1.762910813,5.318687779,-1.9748741,-0.881330342,1.452105558,-0.029046399,-0.798621814,0.452956213,-0.793405248,0.558239558,-0.022636773,-0.885373258,-0.490580356,-0.160960884,-0.611856754,-0.370832024,0.439045954,-0.487087018,0.483052475,-0.27153766,-0.078519334,-0.660945347,-1.195184716,736.36,0
26328,1.245673819,0.16697502,0.488305743,0.635321921,-0.562776681,-1.011072616,0.014952661,-0.160210863,0.170361852,-0.044574589,-0.356749018,-0.073459517,-0.517759694,0.406968934,1.124146923,0.342469754,-0.37465644,-0.438992432,-0.116090785,-0.132079724,-0.262580846,-0.816263763,0.140304302,0.357827249,0.186422946,0.096544471,-0.035866315,0.018494573,8.99,0
26331,1.160956779,1.265621344,-1.57647298,1.472987964,1.162172691,-1.013532357,0.658132827,-0.152623809,-0.847325937,-1.45249858,2.893923101,0.774149214,0.663505808,-3.333720643,0.523297806,0.89781129,2.682612639,1.269314146,-0.912261753,0.002465576,-0.120364506,-0.204996853,-0.203189095,-0.28217153,0.785278137,-0.284957991,0.058399125,0.085435881,1.79,0
26332,0.023954383,-2.24327109,0.51459406,0.64413576,-1.333284389,1.094672052,-0.219114351,0.375409959,0.885601471,-0.546533248,1.254178276,1.150176763,-0.597426725,-0.070501712,-0.412896246,-0.379078131,0.484088993,-0.869533495,-0.208680899,0.937201525,0.198201511,-0.401040368,-0.344310734,-0.203812004,-0.25609,0.896443719,-0.108371365,0.091698673,552.19,0
26333,1.245673819,0.16697502,0.488305743,0.635321921,-0.562776681,-1.011072616,0.014952661,-0.160210863,0.170361852,-0.044574589,-0.356749018,-0.073459517,-0.517759694,0.406968934,1.124146923,0.342469754,-0.37465644,-0.438992432,-0.116090785,-0.132079724,-0.262580846,-0.816263763,0.140304302,0.357827249,0.186422946,0.096544471,-0.035866315,0.018494573,8.99,0
26334,-0.781792205,-0.629961205,2.037819054,-2.334488751,-0.670707506,-0.907790176,-0.408968892,0.040369763,-2.400867976,0.661265072,-0.332637663,-1.451396544,-0.562978072,-0.22326893,0.319893367,-0.608053384,0.744977562,-0.385975641,-1.20883933,-0.314388773,-0.094242992,-0.095992127,-0.100469565,0.352939226,0.274494341,-0.278275835,0.042755631,0.066767393,15,0
26337,-0.031952139,-0.832699872,-0.252104553,3.955417742,0.556629742,1.501573289,1.003355032,0.186942736,-1.828634659,0.807750863,0.6774114,0.460795126,0.476550404,0.647198924,0.915643093,-0.622482109,0.679940121,-2.548052456,-3.261048183,0.764167894,0.446155043,0.207439554,-0.386124363,-0.616143608,0.170433861,0.11412062,-0.06488666,0.094071143,525.13,0
26338,-1.237249975,0.244655489,1.870624757,-0.282856753,0.410472641,-0.857784935,0.324494235,-0.49363908,0.467067946,0.728099068,0.504820861,0.209510498,0.500244548,-0.56227139,1.72034935,-0.55761739,0.021605458,-0.90595893,0.370366452,0.122063488,-0.22567497,0.141898269,-0.274196795,0.500087824,-0.755396938,0.890852932,0.012855335,-0.216711727,30,0
26339,1.236646051,-0.150791281,0.463159154,-0.241306147,-0.61401035,-0.514463458,-0.321669149,0.017383696,0.205262282,-0.040349116,1.124184864,0.632651182,-0.217642538,0.374021811,0.612434077,0.715110342,-0.715015094,0.225868072,0.439360405,-0.036199722,-0.099224838,-0.35475412,0.035995629,0.05776764,0.115307189,0.906869497,-0.079703113,-0.002341916,15.98,0
26340,1.238433655,1.115194609,-1.858995453,1.497217748,1.11246542,-1.117001029,0.571173539,-0.11843956,-0.155632117,-1.543084136,0.302984567,-1.475960979,-1.7927548,-3.037319582,1.548274664,0.969365941,2.902981069,1.258177872,-0.996635439,-0.162495163,-0.23540492,-0.623702287,-0.219892568,-0.798201966,0.793036707,-0.22781316,0.0445374,0.08479671,1,0
26341,1.453199044,-1.140039994,0.272705492,-1.553436394,-1.246267045,-0.067686857,-1.172444654,0.120759264,-1.915979235,1.598553997,0.956419003,-0.813000136,-0.676824374,0.122546987,0.266837381,-0.348490121,0.481500562,0.250568828,-0.182479043,-0.407892536,-0.168831806,-0.150462684,0.024004956,-0.349433254,0.289813919,-0.170540194,0.034510944,0.001984774,15,0
26343,1.246574594,0.249047355,-0.124586209,0.467990244,-0.017382635,-1.030638874,0.477246055,-0.324454589,-0.209724979,-0.078197144,-0.479972582,0.31687352,0.382622978,0.410464035,0.760080283,0.122704607,-0.395665279,-0.792256856,0.23195211,-0.007203462,-0.384702161,-1.201736558,0.071063755,0.034849508,0.33185324,0.155886738,-0.068695554,0.012159621,38.9,0
26344,0.199220341,0.658748356,1.302100404,0.26704252,-0.334671425,-0.439150474,3.98850866024023e-05,-0.858593016,-0.289396452,-0.391452864,0.289245951,0.579406799,0.297888445,0.309223336,1.164749901,-0.070382425,0.012497867,-1.091577711,-0.694949342,-0.219670708,0.539950963,-0.934809893,0.038027338,0.392207564,0.692003913,0.180487831,0.065093151,0.136186645,7.88,0
26347,1.469434338,-1.078330219,-0.113133489,-1.486261071,-1.19960424,-0.734057904,-0.768531866,-0.128538202,-2.123910511,1.663759909,0.729251245,-0.963069288,-0.808693906,0.286377314,-0.179647806,-0.292084582,0.315346664,0.558360322,0.258220727,-0.336286462,-0.172253315,-0.253973304,-0.091709654,-0.027685405,0.523537881,-0.141522498,-0.008224786,0.001062492,41.94,0
26349,1.214367193,0.258057046,0.26430388,0.64967616,-0.24664768,-0.619994379,-0.039861814,-0.025097631,0.135192021,-0.305752526,0.035271134,-0.053304193,-0.496097436,-0.119660935,1.422800297,0.218924679,0.313147105,-0.662125408,-0.551712033,-0.15931487,-0.268602971,-0.77257286,0.168073407,0.01465314,0.119858116,0.126567734,-0.011009998,0.025746512,0.89,0
26350,-0.72481971,1.0730673,1.541110447,-0.135992685,-0.22646261,-0.731424847,0.54682483,0.121704721,-0.355398523,0.187052402,1.368310434,0.288433002,-0.891244491,0.441050173,0.23849358,0.354294856,-0.533321064,0.160190376,0.201650697,0.183172354,-0.20147564,-0.533961077,0.021815653,0.490549918,-0.224217659,0.048553302,0.361441025,0.177940171,9.06,0
26351,1.344142901,-1.685137053,1.519641534,-0.949422684,-2.234013402,0.771197214,-2.0032913,0.366806138,-0.509696051,1.165162291,-0.07712537,0.409761251,0.426910741,-1.505094643,-2.734298262,-0.898916112,0.953152649,0.35635153,0.827135696,-0.296576066,-0.26754253,0.035264616,-0.073788238,0.049395454,0.402744847,-0.081142349,0.105137344,0.022150773,31.5,0
26351,1.100841982,-0.674753603,1.291697702,0.581254114,-1.019825025,1.149869404,-1.190404473,0.485127439,-0.537965474,0.727985125,1.168345375,1.180941413,0.494907622,-0.316580974,-0.238041531,-1.791529075,0.290067667,0.828938328,-1.468509292,-0.546141869,-0.305126559,-0.194057768,0.111382597,-0.32525689,0.124146836,-0.351892443,0.125553149,0.029353556,24.49,0
26353,0.061639816,0.970636666,-0.087877597,0.540063402,0.873667671,-0.142075759,0.813526661,-0.02345798,-0.548086285,0.298847777,-0.235637466,-0.800928579,-1.845249525,1.026569492,0.256777001,0.032706435,-0.703021092,1.00957216,1.209980025,-0.169123717,0.169247575,0.414645172,-0.158789393,-0.868395333,-0.786978646,-0.387807549,0.095688499,0.211577883,2.18,0
26354,1.248220088,1.312549117,-1.58255673,1.646208108,0.848363743,-1.829086071,0.785601891,-0.394742129,-0.467930365,-1.554244009,0.846119742,-0.406427279,0.000561677,-3.406107085,1.055580848,1.028740454,2.699933737,1.31567289,-0.839104444,-0.028181681,-0.208919545,-0.493516923,-0.20976098,0.06440612,0.862228312,-0.294712767,0.040920771,0.097231352,0.76,0
26355,1.211344491,0.297232181,0.275178028,0.645112919,-0.193084697,-0.604593927,0.00459551,-0.060791983,0.041092029,-0.324802911,0.141041514,0.276547214,0.124293834,-0.242655112,1.354994388,0.190075849,0.277766926,-0.737831793,-0.556473396,-0.115921015,-0.26038299,-0.722740533,0.159044212,0.031722492,0.140177616,0.124297861,-0.007296552,0.027391636,2.69,0
26356,-4.801062208,-1.695746749,0.881621367,-1.08389406,1.030495873,-0.661127761,2.148098069,-2.175753722,2.538890612,3.331815609,1.933875352,0.060305009,0.321563852,-2.256778225,0.578953459,0.66154211,-2.090020024,-0.285893913,0.175752494,-2.477935673,-1.403323791,0.393259686,1.298299154,0.12007475,0.152044004,0.530763679,-1.871405339,-1.361946073,98.18,0
26358,-1.432051547,0.920340515,-0.397539173,-1.872599797,-0.675961461,-0.649632491,-0.386844629,0.901355954,-1.083882254,0.57294559,-0.081749745,-0.336641258,-0.736469663,0.445360393,-1.599661011,1.324252194,0.172563782,-0.712951825,0.647617688,0.116845138,0.264610852,0.711674654,-0.12994526,-0.349556132,-0.054187009,-0.289212282,0.362278739,0.199578608,18,0
26359,-1.112030241,-0.292895336,3.326344491,1.274944235,-0.381600027,3.245993825,-1.088476574,1.311047712,0.976116719,-0.792525307,0.823462273,0.673909739,-1.714140782,-0.675329286,-0.678992767,-1.76837795,1.576469513,-0.942163586,-0.335335666,-0.037442633,0.338778324,1.394652496,-0.150219177,-0.982591042,0.046482145,0.148807264,0.216004834,0.074672018,57.04,0
26360,1.049926488,-0.21546966,2.163886879,2.393839159,-1.517549139,0.344072768,-0.974423867,0.24431123,0.889808613,0.087242962,-0.844475942,1.253245756,0.851838772,-1.372028827,-2.143271618,-0.189293221,0.418844811,-0.917009074,-0.298029186,-0.07009832,-0.093603986,0.20514924,0.043672366,1.033028002,0.203841538,1.001588873,0.013664558,0.031142377,12.4,0
26361,1.175225369,0.142924993,0.502746022,0.455679819,-0.246506492,-0.200299729,-0.128775252,0.088087491,-0.19757345,0.063260515,1.679179865,1.070115479,0.074731289,0.491090237,0.598324802,0.213620955,-0.388299297,-0.478687044,-0.185994655,-0.123625013,-0.180107728,-0.528778586,0.155397769,0.008915309,0.110347055,0.107461198,-0.017188849,0.005031087,1.29,0
26361,0.832504671,-0.736223902,1.36294684,1.228041497,-1.07579719,1.056301727,-1.012089896,0.522576189,1.042728554,-0.123297611,0.626678397,0.702904628,-0.665001797,-0.199742257,0.083726009,0.348368077,-0.416369289,0.656700621,-0.427696758,0.064393635,0.310077846,0.833675127,-0.22676373,-0.279393837,0.326552544,-0.178355498,0.079819648,0.045538908,129.99,0
26362,-1.772981047,1.225369748,1.523177567,-1.382336811,-0.287884306,-1.265832672,0.873416893,-0.439993824,0.795721421,0.730631933,0.133770538,0.404924237,0.7057598,-0.729180177,0.525875094,0.313273879,-0.764960927,-0.653378593,-0.869591624,0.354314873,-0.192777809,-0.095250398,0.045367651,0.770283063,-0.233488506,0.648335271,-0.000509551,0.259745817,20,0
26363,1.3382048,0.546228735,-0.441469137,0.903393458,0.519476876,-0.701569103,0.593964751,-0.353694264,-0.354613102,0.021372686,-0.960454011,0.409595597,1.024833871,0.33810256,0.645525847,-0.014652998,-0.667222555,-0.206051421,0.056956197,-0.073916215,-0.042447643,-0.013921622,-0.259319319,-0.423151784,0.994353891,-0.246678543,-0.002996662,0.004065114,0.69,0
26366,-1.31645836,1.066547404,0.968743228,-0.152751162,-0.362106493,-0.288974724,0.290283032,0.409155986,0.012306443,0.438977805,1.231058858,-0.241392429,-2.024438831,0.723177304,0.545030232,0.057042978,-0.161476487,0.133241613,-0.272172516,-0.056837489,0.128427924,0.4773638,0.024546382,0.19753667,-0.524985095,0.248453179,-0.080395711,-0.01098813,30.46,0
26371,-0.281351513,0.770378838,1.648773229,1.634424731,0.691557668,0.370097112,0.687698968,-0.174125672,-0.513658847,0.046206745,-0.605348426,0.47287672,1.012697516,-0.343406209,0.573857159,-1.500043445,0.603703236,-0.627790511,1.571621528,0.298672072,-0.044862009,0.315612012,-0.245326881,-0.221350261,0.008370463,-0.114199171,0.017163212,-0.092495186,13.75,0
26371,0.995740887,0.003208457,-0.124956279,-1.211696217,-0.359461526,-0.950927195,0.172142787,-0.196695986,1.431893349,-1.006569675,-0.851700206,0.968845424,0.777150451,-0.308267191,0.403702297,-1.082471702,0.174042244,-0.319572102,1.769468694,-0.034370087,-0.125826729,-0.005683018,0.197572026,-0.058822994,-0.710367312,-0.1241508,-0.017586322,-0.136327233,6.94,0
26372,-1.302555177,0.469460455,1.526885298,0.128371346,0.94185549,0.650151321,0.144497026,0.285457821,0.105825475,-0.296230145,0.033280074,0.385166863,-0.73989329,-0.152273246,-1.253193441,-0.034679615,-0.504006011,0.031252095,-0.259291229,-0.409329943,-0.040171175,-0.000423586,-0.575018143,-0.829738785,0.720746402,-0.339815485,-0.34279303,-0.020054191,10,0
26372,1.194179225,0.031915645,-1.767568107,0.105485976,2.50392572,3.118193604,0.061421557,0.63533503,-0.472415166,0.131741321,-0.159610683,-0.014651775,-0.104242733,0.730649868,0.846643434,0.163610261,-0.82112283,0.089196526,0.043568548,0.104217001,-0.009938722,-0.28843457,-0.238787544,1.012206217,0.977541583,-0.272121098,-0.020590031,0.016170209,71,0
26373,1.106898638,-0.700715428,0.081125022,-0.267238421,-0.970096071,-0.769200877,-0.386640143,-0.106806998,-0.653963181,0.029948583,0.358627401,-0.443295529,-0.09058631,-1.270290965,0.309822136,0.73913711,1.713743884,-1.777557052,0.150161916,0.268077624,0.035202867,-0.097143299,-0.039065913,0.329736295,0.316792877,-0.303096012,0.017515318,0.057166326,123.53,0
26373,-1.563484871,1.155879702,1.924913297,1.512296159,-0.44735362,1.280312133,-0.88898101,1.433368488,-0.470963337,-0.581628411,-0.18296195,1.471855414,0.528147706,-0.299356162,-2.777998355,0.688231377,-0.246426567,-0.133852211,-1.368720273,-0.469702971,0.170774257,0.454554592,-0.096082711,-0.276239147,-0.35601668,-0.210269702,-0.172889768,-0.015972867,0,0
26377,-0.451492104,0.578322696,-0.518441565,-0.656452053,2.764606931,3.209059107,0.371417112,0.706727368,-0.942615697,-0.060661165,-0.073255127,-0.279031761,-0.042829264,0.579682565,1.279674791,-0.135635504,-0.389528677,-0.127967546,1.610231751,0.220366468,-0.299925525,-1.113700845,0.074869764,0.998425964,-0.367800811,0.213067076,-0.058485043,0.169483079,38.9,0
26381,-0.699865626,0.258015847,1.878653836,-1.997024349,-0.277690007,-0.342970924,0.024277605,0.03667982,-1.138460801,0.010387142,-1.13559333,-0.887023817,0.910310623,-0.697287351,0.41408745,1.710791132,-0.439083634,-0.747976919,0.106015946,0.335924439,0.264092316,0.73026716,-0.454878997,-0.419193303,0.666723407,-0.121284642,0.283157638,0.119109588,17.4,0
26382,1.189899593,-0.709248395,0.077256492,-0.721085979,-0.815875309,-0.632524022,-0.316608349,-3.45E-06,-1.156200067,0.764053719,1.732332636,-0.382978436,-1.355183743,0.585110971,0.206657495,0.850502514,0.546244394,-1.758205716,0.637240514,0.096894164,-0.083438321,-0.610916374,0.124630179,0.172127983,0.145387122,-0.533622443,-0.02573748,0.012445559,84,0
26382,1.287067607,-0.739922862,0.854005624,-0.870352396,-1.037817629,0.279853394,-1.133868051,0.187486077,-0.778278274,0.700647928,1.463165681,0.516078807,1.180018391,-0.421943383,0.591571372,1.437598835,-0.08740295,-0.809394656,0.267493611,0.165668816,0.457547147,1.291132523,-0.147996919,-0.226677336,0.394217178,-0.021551564,0.053243919,0.013255651,24.99,0
26383,0.965325746,-0.240623754,-0.189803098,1.101565142,0.387135137,0.858424553,0.13140528,0.151060151,0.038709197,-0.022840593,0.186226731,1.043270283,0.394111805,0.144222951,-0.736491621,-0.188669807,-0.429129245,-0.124612116,0.319266498,0.134394876,-0.047407237,-0.191531446,-0.332847784,-1.123916229,0.756076551,-0.271752966,0.013777276,0.016247005,132,0
26383,0.799578971,-0.311989049,0.342641999,1.449527094,-0.302407516,0.09750864,0.214017423,0.050184233,-0.074499682,-0.04463302,1.428291825,1.548213808,0.259124481,0.214742203,-0.84206652,-0.587491343,0.063846344,-0.575503895,-0.208941842,0.170175556,0.065487636,0.048703879,-0.195762442,0.266317901,0.563720261,-0.361499923,0.009319435,0.036748026,168,0
26384,1.296576863,0.262743161,0.311986257,0.500405397,-0.2076034,-0.700213828,0.073238567,-0.192513116,0.028809869,-0.074530958,-0.60456808,0.382004887,0.735257029,0.143034579,1.031668731,0.432374086,-0.623135005,-0.420787343,0.066731132,-0.056811117,-0.286667819,-0.808610064,0.071344805,-0.110835592,0.295388067,0.124427269,-0.027437636,0.014595013,1.29,0
26391,0.843489534,-1.362564173,0.385279764,-0.433801458,-1.458948766,-0.849925341,-0.253531491,-0.262171153,-0.795840787,0.45852727,-0.109300446,-0.270746193,0.784871322,-0.262118621,0.888259354,1.330262624,0.149303599,-1.430368874,0.427748556,0.691934505,0.170808663,-0.246023119,-0.158336688,0.411511309,0.15455098,-0.443980335,-0.033340899,0.075604971,296.62,0
26391,1.259723028,-0.736436211,-0.250988992,-0.823691418,-0.386161972,-0.185893794,-0.299253299,-0.152437566,-0.933517279,0.554980703,-0.690762808,-0.53063221,0.828796398,-0.174060659,0.922212414,0.929395446,0.238568469,-1.609793405,0.442619002,0.289405383,0.248094403,0.504300336,-0.277908859,-0.712343397,0.653177651,-0.046462617,-0.004927727,0.016157684,105.75,0
26393,-0.862822143,0.187017602,3.616044177,3.159718888,-1.065407426,2.938482778,-0.445022228,0.70719692,0.30908569,0.485708778,0.437828625,0.188528429,-1.286583173,-1.050605153,-1.127963838,-1.032611221,1.000707985,-0.001463575,0.876819938,0.098313611,0.184230287,1.145178498,-0.253605769,-0.24079664,-0.062611524,0.541008769,-0.057892224,-0.150327832,122.03,0
